EmployeeID,Name,Age,Gender,Department,Salary,Experience,JoinDate,Attrition,PerformanceScore
5856,Rahul Gupta,31.0,Female,Finance,56742.0,6.0,2008-07-12,Yes,3.0
5857,Arjun Sharma,22.0,Female,HR,114443.0,2.0,2022-05-06,Yes,4.0
5858,Rahul Singh,47.0,Female,Finance,101368.0,5.0,2016-11-01,Yes,2.0
5859,Meena Sharma,27.0,Male,Finance,31157.0,4.0,2022-10-14,Yes,3.0
5860,Amit Sharma,58.0,Female,HR,76134.0,14.0,2023-03-08,Yes,2.0
5861,Arjun Gupta,56.0,Male,IT,111378.0,7.0,2018-11-10,Yes,5.0
5862,Divya Sharma,36.0,Female,IT,74678.0,0.0,2012-09-15,No,3.0
5863,Amit Reddy,35.0,Female,HR,72628.0,22.0,2008-04-17,Yes,4.0
5864,Sneha Reddy,29.0,Female,Finance,86068.0,24.0,2019-04-23,No,2.0
5865,Priya Sharma,54.0,Male,HR,68969.0,18.0,2013-09-25,No,5.0
5866,Amit Reddy,22.0,Male,sales,41472.0,1.0,2014-12-10,No,2.0
5867,Priya Reddy,41.0,Male,HR,91981.0,13.0,2010-01-30,No,2.0
5868,Kavya Kumar,51.0,Female,sales,41938.0,20.0,2020-11-09,Yes,3.0
5869,Sneha Singh,27.0,Male,HR,96129.0,10.0,2007-12-20,Yes,2.0
5870,Rahul Singh,20.0,Male,Finance,86262.0,3.0,2017-06-24,Yes,4.0
5871,Anil Singh,47.0,Female,Finance,38065.0,10.0,2014-02-21,No,2.0
5872,Kavya Singh,42.0,Male,sales,54230.0,2.0,2022-07-11,Yes,1.0
5873,Divya Gupta,41.0,Male,IT,78239.0,15.0,2017-10-02,Yes,3.0
5874,Rahul Gupta,52.0,Male,Finance,36049.0,1.0,2020-05-31,Yes,3.0
5875,Sneha Kumar,34.0,Female,sales,97454.0,12.0,2020-07-02,Yes,1.0
5876,Arjun Singh,28.0,Female,Finance,90896.0,5.0,2021-10-17,No,1.0
5877,Divya Sharma,31.0,Male,sales,38750.0,19.0,2008-05-24,Yes,4.0
5878,Anil Reddy,46.0,Female,IT,28514.0,6.0,2016-11-06,Yes,2.0
5879,Divya Kumar,33.0,Female,HR,25393.0,17.0,2023-07-16,Yes,2.0
5880,Priya Sharma,37.0,Female,Finance,171484.5,4.0,2023-09-08,No,4.0
5881,Priya Singh,50.0,Female,sales,90430.0,9.0,2021-09-26,Yes,1.0
5882,Arjun Sharma,32.0,Male,Finance,26713.0,12.0,2013-02-12,Yes,1.0
5883,Divya Singh,34.0,Male,sales,105729.0,11.0,2019-05-11,No,4.0
5884,Meena Singh,49.0,Female,HR,51730.0,2.0,2018-07-15,Yes,2.0
5885,Divya Reddy,30.0,Male,IT,90573.0,0.0,2015-08-10,Yes,5.0
5886,Kavya Kumar,26.0,Female,sales,111005.0,11.0,2022-06-09,No,4.0
5887,Amit Reddy,26.0,Female,Finance,51817.0,0.0,2011-06-05,Yes,1.0
5888,Priya Singh,37.0,Male,Finance,29715.0,6.0,2013-08-08,Yes,3.0
5889,Meena Sharma,22.0,Female,sales,63458.0,10.0,2010-05-29,No,5.0
5891,Rahul Sharma,52.0,Female,HR,46863.0,10.0,2012-07-21,No,2.0
5892,Rahul Sharma,43.0,Female,IT,85523.0,19.0,2005-05-17,Yes,5.0
5893,Sneha Kumar,35.0,Male,sales,92639.0,11.0,2005-04-13,Yes,5.0
5894,Kavya Kumar,20.0,Female,sales,57050.0,9.0,2018-11-04,Yes,1.0
5896,Arjun Singh,31.0,Male,sales,34028.0,8.0,2014-07-07,Yes,4.0
5897,Amit Singh,28.0,Male,Finance,106122.0,0.0,2022-08-14,No,2.0
5898,Amit Singh,58.0,Female,Finance,41099.0,4.0,2005-11-25,No,4.0
5899,Amit Singh,54.0,Male,Finance,117752.0,12.0,2011-07-12,Yes,2.0
5900,Amit Reddy,56.0,Female,HR,102904.0,4.0,2016-01-01,No,2.0
5901,Rahul Gupta,52.0,Female,HR,94853.0,20.0,2011-06-16,No,2.0
5902,Rahul Kumar,36.0,Male,Finance,82858.0,1.0,2008-01-07,Yes,5.0
5903,Anil Kumar,55.0,Female,IT,109257.0,4.0,2022-09-27,Yes,2.0
5904,Anil Kumar,20.0,Female,sales,67240.0,3.0,2017-03-09,No,2.0
5906,Amit Reddy,41.0,Female,Finance,42585.0,15.0,2020-11-01,Yes,4.0
5907,Rohit Reddy,47.0,Female,Finance,68382.0,21.0,2010-08-11,Yes,1.0
5908,Amit Sharma,21.0,Female,Finance,79598.0,20.0,2015-02-03,Yes,1.0
5909,Anil Kumar,54.0,Male,Finance,94907.0,11.0,2009-08-08,Yes,2.0
5910,Sneha Gupta,26.0,Female,Finance,48007.0,16.0,2019-06-23,Yes,3.0
5912,Sneha Singh,40.0,Male,Finance,47211.0,18.0,2014-12-02,Yes,5.0
5913,Amit Singh,41.0,Female,sales,32344.0,1.0,2006-06-15,Yes,1.0
5914,Amit Reddy,38.0,Female,Finance,35327.0,19.0,2005-12-24,Yes,4.0
5915,Rohit Sharma,44.0,Female,Finance,53285.0,22.0,2022-06-17,No,2.0
5917,Priya Singh,44.0,Female,sales,63588.0,2.0,2009-07-03,Yes,1.0
5918,Amit Sharma,47.0,Male,IT,59635.0,15.0,2022-07-30,No,4.0
5919,Rohit Kumar,27.0,Male,Finance,52524.0,10.0,2018-09-25,No,2.0
5920,Anil Singh,54.0,Male,Finance,80258.0,22.0,2018-09-11,Yes,1.0
5921,Arjun Kumar,57.0,Female,IT,117306.0,15.0,2016-11-28,No,5.0
5922,Priya Reddy,51.0,Male,IT,98563.0,3.0,2005-09-27,Yes,2.0
5923,Rahul Kumar,29.0,Male,sales,115975.0,17.0,2014-06-15,No,4.0
5924,Arjun Singh,27.0,Male,sales,57992.0,13.0,2014-03-27,No,2.0
5925,Priya Sharma,28.0,Male,sales,54948.0,11.0,2019-02-15,No,5.0
5926,Rahul Sharma,53.0,Male,HR,85178.0,6.0,2015-12-01,No,2.0
5927,Arjun Kumar,36.0,Female,Finance,103270.0,13.0,2013-06-09,Yes,3.0
5928,Anil Sharma,47.0,Female,sales,118075.0,5.0,2010-12-25,Yes,3.0
5929,Divya Kumar,51.0,Male,Finance,46629.0,18.0,2018-02-01,Yes,1.0
5930,Rohit Sharma,37.0,Female,HR,84019.0,8.0,2015-06-16,No,2.0
5931,Rahul Kumar,35.0,Male,IT,59511.0,3.0,2018-10-20,Yes,1.0
5932,Sneha Kumar,43.0,Male,IT,54756.0,22.0,2015-02-21,Yes,5.0
5933,Priya Sharma,39.0,Female,sales,68232.0,7.0,2022-10-19,No,2.0
5934,Kavya Kumar,27.0,Female,IT,55036.0,24.0,2020-08-13,Yes,5.0
5935,Priya Kumar,29.0,Female,Finance,109795.0,18.0,2014-04-20,Yes,1.0
5936,Anil Kumar,28.0,Male,Finance,70267.0,15.0,2006-05-14,Yes,4.0
5937,Rahul Gupta,59.0,Male,sales,97454.0,10.0,2005-06-17,Yes,5.0
5938,Meena Sharma,57.0,Male,Finance,90298.0,13.0,2019-01-15,No,5.0
5939,Rahul Kumar,29.0,Female,Finance,62375.0,13.0,2012-11-08,No,5.0
5940,Kavya Sharma,30.0,Male,Finance,67680.0,2.0,2016-01-23,Yes,4.0
5941,Meena Singh,22.0,Male,sales,76009.0,20.0,2009-09-17,Yes,4.0
5942,Arjun Singh,48.0,Female,HR,53340.0,21.0,2007-08-05,Yes,3.0
5943,Anil Kumar,20.0,Female,sales,84790.0,19.0,2010-12-24,No,2.0
5944,Rohit Kumar,52.0,Male,IT,76457.0,3.0,2021-09-25,Yes,1.0
5945,Anil Singh,28.0,Male,sales,81632.0,7.0,2023-01-01,No,4.0
5946,Kavya Singh,37.0,Male,Finance,109239.0,7.0,2023-03-19,No,4.0
5947,Sneha Singh,55.0,Female,sales,60854.0,5.0,2013-12-07,Yes,1.0
5948,Priya Sharma,37.0,Male,HR,89746.0,2.0,2018-06-04,Yes,5.0
5950,Priya Kumar,26.0,Female,sales,42830.0,13.0,2023-11-15,No,2.0
5951,Divya Reddy,34.0,Male,sales,102355.0,11.0,2012-04-22,Yes,1.0
5952,Divya Singh,53.0,Female,Finance,72405.0,23.0,2009-04-10,Yes,5.0
5953,Meena Reddy,35.0,Male,Finance,105004.0,4.0,2017-01-26,No,4.0
5954,Meena Gupta,49.0,Male,IT,83353.0,4.0,2023-10-17,No,3.0
5955,Kavya Singh,32.0,Female,sales,74634.0,16.0,2014-03-15,No,1.0
5956,Amit Sharma,33.0,Female,HR,101907.0,13.0,2008-12-12,Yes,2.0
5957,Rohit Reddy,37.0,Female,sales,53285.0,19.0,2005-03-21,No,2.0
5958,Rohit Gupta,26.0,Female,IT,34033.0,14.0,2013-02-02,Yes,1.0
5959,Rahul Reddy,30.0,Female,Finance,89353.0,20.0,2021-03-04,No,2.0
5960,Sneha Gupta,23.0,Female,sales,93264.0,16.0,2008-05-01,No,1.0
5961,Priya Reddy,39.0,Male,IT,42127.0,22.0,2005-11-28,No,1.0
5962,Divya Kumar,38.0,Female,Finance,102838.0,8.0,2007-03-05,No,5.0
5963,Meena Kumar,35.0,Female,IT,26083.0,12.0,2017-12-16,No,3.0
5964,Meena Gupta,51.0,Female,sales,84301.0,19.0,2013-09-24,No,1.0
5965,Rahul Kumar,24.0,Female,Finance,114468.0,16.0,2018-02-21,Yes,1.0
5966,Anil Singh,46.0,Female,IT,76588.0,4.0,2016-03-16,No,2.0
5967,Rohit Sharma,50.0,Female,IT,74285.0,1.0,2006-12-01,Yes,5.0
5968,Kavya Gupta,30.0,Female,sales,71873.0,20.0,2010-01-13,Yes,2.0
5969,Kavya Singh,59.0,Male,Finance,104671.0,21.0,2021-04-05,No,3.0
5970,Rohit Kumar,39.0,Female,IT,119672.0,15.0,2011-09-03,Yes,1.0
5971,Priya Gupta,24.0,Female,IT,107445.0,23.0,2018-07-27,No,3.0
5972,Arjun Kumar,23.0,Female,Finance,60502.0,8.0,2013-01-19,No,3.0
5973,Anil Singh,28.0,Male,IT,29049.0,3.0,2023-07-19,Yes,3.0
5974,Rohit Sharma,43.0,Female,IT,49707.0,8.0,2007-02-22,No,1.0
5975,Divya Gupta,20.0,Male,sales,55706.0,2.0,2010-02-20,No,2.0
5976,Meena Kumar,31.0,Female,Finance,44089.0,13.0,2016-10-04,No,2.0
5977,Meena Kumar,29.0,Male,sales,107071.0,0.0,2013-02-26,No,2.0
5978,Sneha Sharma,54.0,Male,IT,49529.0,8.0,2021-04-18,No,5.0
5979,Priya Gupta,34.0,Male,IT,48229.0,4.0,2008-06-13,No,5.0
5980,Meena Sharma,26.0,Male,Finance,112663.0,6.0,2014-09-04,Yes,3.0
5981,Meena Gupta,44.0,Male,sales,171484.5,15.0,2007-07-15,Yes,5.0
5982,Rohit Gupta,36.0,Female,Finance,67380.0,8.0,2020-03-10,No,5.0
5983,Priya Reddy,58.0,Male,Finance,52011.0,3.0,2016-01-19,Yes,5.0
5984,Kavya Gupta,41.0,Female,HR,112843.0,5.0,2016-01-10,No,2.0
5985,Arjun Singh,54.0,Male,sales,89583.0,16.0,2007-12-31,Yes,5.0
5986,Divya Kumar,37.0,Female,IT,37017.0,24.0,2012-11-18,Yes,4.0
5987,Meena Singh,52.0,Female,Finance,106622.0,11.0,2023-12-22,No,3.0
5988,Meena Singh,32.0,Female,Finance,72266.0,24.0,2008-01-26,No,3.0
5989,Sneha Reddy,44.0,Male,Finance,101844.0,9.0,2008-03-07,No,1.0
5990,Amit Singh,22.0,Male,HR,90516.0,21.0,2013-08-11,Yes,3.0
5991,Anil Singh,39.0,Female,IT,43223.0,17.0,2016-02-16,Yes,5.0
5993,Rohit Reddy,25.0,Female,Finance,37326.0,10.0,2013-12-15,Yes,3.0
5994,Sneha Singh,49.0,Male,HR,82142.0,19.0,2009-02-23,No,2.0
5995,Arjun Reddy,56.0,Male,IT,73604.0,5.0,2020-06-09,No,5.0
5997,Rohit Reddy,42.0,Female,Finance,92345.0,18.0,2013-08-20,Yes,4.0
5998,Amit Kumar,21.0,Female,sales,95793.0,11.0,2019-09-19,No,2.0
5999,Kavya Singh,38.0,Female,sales,67789.0,4.0,2017-11-02,Yes,3.0
6000,Divya Singh,33.0,Female,Finance,53460.0,20.0,2009-05-21,No,2.0
6001,Priya Gupta,21.0,Male,Finance,37128.0,18.0,2020-11-21,No,4.0
6002,Rohit Singh,46.0,Male,Finance,90327.0,6.0,2011-03-28,Yes,3.0
6003,Amit Gupta,40.0,Female,Finance,74240.0,5.0,2021-05-06,Yes,2.0
6004,Amit Singh,52.0,Male,sales,85064.0,24.0,2024-01-06,No,4.0
6006,Meena Kumar,59.0,Male,sales,67774.0,24.0,2010-09-12,No,1.0
6007,Rahul Gupta,37.0,Male,sales,29814.0,24.0,2007-04-08,Yes,5.0
6008,Priya Gupta,39.0,Female,IT,35000.0,24.0,2018-01-27,Yes,3.0
6009,Rahul Reddy,32.0,Female,Finance,79232.0,19.0,2006-01-07,No,1.0
6011,Anil Kumar,35.0,Female,Finance,109463.0,20.0,2013-04-15,Yes,3.0
6012,Meena Singh,22.0,Female,sales,28553.0,5.0,2013-01-10,No,3.0
6013,Rohit Reddy,48.0,Female,sales,102058.0,0.0,2005-07-27,No,3.0
6014,Rahul Singh,24.0,Male,IT,33689.0,14.0,2013-04-11,Yes,2.0
6015,Sneha Singh,39.0,Female,Finance,41691.0,19.0,2011-10-18,Yes,1.0
6016,Rohit Singh,59.0,Female,Finance,95875.0,12.0,2021-12-10,No,2.0
6017,Kavya Sharma,35.0,Female,Finance,96384.0,9.0,2012-10-08,No,5.0
6018,Amit Sharma,57.0,Male,Finance,73629.0,6.0,2017-02-20,Yes,3.0
6019,Divya Singh,43.0,Male,HR,30022.0,7.0,2021-10-14,No,4.0
6020,Priya Reddy,55.0,Female,sales,171484.5,6.0,2019-03-29,Yes,5.0
6021,Anil Gupta,50.0,Female,Finance,86895.0,2.0,2021-01-25,Yes,5.0
6022,Kavya Reddy,20.0,Female,Finance,100692.0,21.0,2011-05-16,Yes,2.0
6024,Divya Reddy,22.0,Male,IT,38725.0,13.0,2023-06-05,Yes,4.0
6025,Kavya Kumar,23.0,Male,IT,68043.0,2.0,2005-10-02,Yes,5.0
6026,Amit Singh,44.0,Male,Finance,89990.0,10.0,2017-06-13,Yes,2.0
6027,Rohit Reddy,21.0,Female,sales,88131.0,15.0,2005-03-04,No,1.0
6028,Meena Sharma,29.0,Female,IT,48089.0,6.0,2019-03-02,Yes,5.0
6029,Amit Gupta,58.0,Male,Finance,86396.0,5.0,2019-01-21,Yes,1.0
6030,Kavya Gupta,30.0,Male,IT,73555.0,0.0,2011-04-20,No,5.0
6031,Kavya Kumar,52.0,Female,Finance,114666.0,14.0,2020-06-13,Yes,1.0
6032,Rohit Gupta,33.0,Female,IT,51620.0,22.0,2006-06-07,No,4.0
6033,Amit Kumar,27.0,Male,IT,72285.0,3.0,2020-11-01,No,4.0
6034,Anil Singh,25.0,Female,IT,52488.0,17.0,2017-07-08,No,3.0
6035,Sneha Gupta,36.0,Male,sales,91376.0,21.0,2011-04-01,No,4.0
6036,Meena Kumar,36.0,Female,IT,40847.0,15.0,2015-11-05,Yes,4.0
6037,Priya Reddy,24.0,Female,HR,76661.0,5.0,2023-05-18,No,5.0
6038,Anil Gupta,36.0,Male,IT,97968.0,21.0,2007-04-01,Yes,5.0
6039,Divya Gupta,28.0,Female,sales,101730.0,15.0,2011-08-14,No,4.0
6040,Kavya Singh,53.0,Female,HR,32404.0,12.0,2018-08-17,No,3.0
6041,Rohit Sharma,31.0,Male,IT,110923.0,9.0,2006-06-06,No,4.0
6042,Rahul Sharma,38.0,Male,IT,53037.0,3.0,2015-09-12,No,3.0
6043,Rohit Reddy,40.0,Male,Finance,30156.0,8.0,2018-12-28,No,5.0
6044,Amit Kumar,54.0,Female,HR,104721.0,14.0,2021-01-22,No,4.0
6045,Kavya Sharma,40.0,Male,IT,68408.0,22.0,2014-09-26,No,1.0
6046,Anil Kumar,54.0,Male,HR,102988.0,12.0,2015-01-27,Yes,1.0
6047,Kavya Kumar,51.0,Male,sales,103970.0,0.0,2021-12-08,Yes,1.0
6048,Kavya Reddy,54.0,Male,IT,58785.0,18.0,2008-08-31,Yes,5.0
6049,Sneha Sharma,31.0,Female,sales,80911.0,7.0,2005-10-08,Yes,3.0
6050,Amit Singh,39.0,Female,HR,108872.0,15.0,2009-03-17,No,5.0
6051,Meena Reddy,55.0,Female,sales,60687.0,21.0,2017-04-20,No,3.0
6052,Kavya Reddy,44.0,Female,sales,56852.0,20.0,2013-02-23,No,3.0
6053,Divya Gupta,53.0,Male,Finance,89202.0,15.0,2009-12-06,No,2.0
6054,Amit Gupta,46.0,Male,sales,54865.0,1.0,2022-01-08,Yes,2.0
6055,Sneha Kumar,36.0,Male,sales,69327.0,15.0,2009-03-07,No,2.0
6056,Rohit Sharma,52.0,Female,IT,43409.0,21.0,2007-03-30,Yes,4.0
6057,Sneha Kumar,51.0,Female,IT,80344.0,23.0,2006-03-29,No,5.0
6058,Priya Kumar,24.0,Male,sales,108822.0,12.0,2023-02-21,No,1.0
6059,Rohit Singh,52.0,Female,IT,101347.0,13.0,2013-06-24,Yes,4.0
6060,Divya Sharma,49.0,Female,IT,72042.0,12.0,2014-09-01,Yes,4.0
6061,Anil Reddy,55.0,Male,Finance,65849.0,22.0,2013-04-05,Yes,3.0
6062,Divya Kumar,52.0,Male,sales,115930.0,21.0,2009-09-17,No,4.0
6063,Rohit Sharma,36.0,Male,sales,115470.0,1.0,2006-07-23,No,4.0
6064,Anil Singh,24.0,Female,sales,103183.0,22.0,2020-03-27,Yes,3.0
6065,Priya Singh,59.0,Female,HR,90164.0,13.0,2009-08-09,No,3.0
6066,Meena Singh,57.0,Female,IT,41719.0,22.0,2023-05-07,No,1.0
6067,Meena Sharma,41.0,Female,IT,40352.0,14.0,2017-11-24,No,5.0
6068,Kavya Kumar,31.0,Female,sales,94073.0,17.0,2009-06-02,No,2.0
6069,Anil Gupta,21.0,Female,sales,65194.0,23.0,2010-03-13,No,3.0
6070,Arjun Singh,31.0,Female,HR,35911.0,3.0,2011-03-08,No,1.0
6071,Arjun Kumar,43.0,Female,HR,98072.0,23.0,2006-05-22,Yes,1.0
6072,Meena Gupta,41.0,Female,HR,41860.0,3.0,2012-12-20,No,1.0
6073,Sneha Gupta,41.0,Male,IT,96859.0,17.0,2012-03-14,Yes,2.0
6074,Anil Gupta,46.0,Female,Finance,115860.0,11.0,2014-03-10,No,3.0
6075,Anil Sharma,38.0,Male,HR,37979.0,1.0,2016-03-27,Yes,5.0
6076,Sneha Gupta,40.0,Male,sales,99217.0,4.0,2011-02-02,No,4.0
6077,Arjun Gupta,26.0,Male,Finance,35920.0,1.0,2007-07-25,No,1.0
6078,Anil Singh,29.0,Female,sales,107757.0,2.0,2006-06-18,Yes,2.0
6079,Rohit Gupta,28.0,Female,Finance,39052.0,2.0,2022-04-02,No,5.0
6080,Sneha Kumar,59.0,Female,Finance,25327.0,13.0,2017-01-30,Yes,1.0
6081,Anil Singh,35.0,Male,IT,82541.0,10.0,2018-11-25,No,2.0
6082,Arjun Gupta,42.0,Female,sales,110256.0,23.0,2015-10-29,No,3.0
6083,Priya Gupta,47.0,Female,sales,49791.0,14.0,2009-08-18,No,2.0
6084,Meena Sharma,52.0,Male,Finance,93398.0,1.0,2019-05-25,No,5.0
6085,Priya Gupta,53.0,Male,Finance,111057.0,19.0,2008-04-20,Yes,2.0
6086,Sneha Reddy,49.0,Female,sales,99826.0,21.0,2005-10-07,Yes,2.0
6087,Rahul Singh,40.0,Male,sales,49698.0,12.0,2021-11-24,No,1.0
6088,Amit Sharma,40.0,Male,sales,107176.0,4.0,2012-12-01,Yes,5.0
6089,Rahul Sharma,41.0,Female,sales,28654.0,12.0,2006-02-26,Yes,5.0
6090,Kavya Singh,42.0,Female,HR,63036.0,5.0,2008-10-25,Yes,4.0
6091,Arjun Kumar,31.0,Male,HR,87119.0,8.0,2015-12-19,Yes,2.0
6092,Sneha Sharma,47.0,Male,Finance,40987.0,10.0,2009-08-11,No,1.0
6093,Meena Gupta,54.0,Male,IT,98424.0,24.0,2015-08-29,No,1.0
6094,Anil Singh,54.0,Female,sales,84026.0,8.0,2012-01-09,No,1.0
6095,Rahul Kumar,42.0,Male,IT,64214.0,0.0,2006-01-18,No,5.0
6096,Kavya Gupta,29.0,Female,sales,50223.0,9.0,2022-08-24,No,5.0
6097,Priya Gupta,45.0,Male,sales,88649.0,18.0,2009-11-20,Yes,3.0
6098,Rahul Sharma,20.0,Female,sales,50775.0,24.0,2023-10-31,No,4.0
6099,Sneha Reddy,49.0,Female,sales,40684.0,2.0,2023-03-04,Yes,1.0
6100,Rahul Kumar,24.0,Male,IT,31309.0,3.0,2017-12-04,No,3.0
6101,Priya Sharma,58.0,Male,sales,44693.0,16.0,2011-12-04,Yes,1.0
6102,Priya Sharma,32.0,Female,Finance,41090.0,0.0,2007-08-28,No,2.0
6103,Meena Reddy,37.0,Female,sales,57227.0,12.0,2011-05-18,No,1.0
6104,Sneha Gupta,55.0,Female,IT,100969.0,3.0,2011-12-31,No,4.0
6105,Amit Singh,28.0,Female,HR,102424.0,20.0,2020-06-28,Yes,4.0
6106,Amit Singh,21.0,Male,sales,57194.0,22.0,2016-12-15,Yes,2.0
6107,Rahul Singh,26.0,Female,sales,78219.0,11.0,2011-05-06,Yes,1.0
6108,Kavya Sharma,55.0,Male,HR,59819.0,21.0,2023-05-24,Yes,1.0
6109,Rahul Reddy,45.0,Female,Finance,85379.0,20.0,2018-02-17,No,2.0
6110,Meena Sharma,46.0,Female,IT,43226.0,18.0,2023-10-26,No,1.0
6111,Arjun Reddy,58.0,Female,Finance,99210.0,4.0,2022-08-24,No,1.0
6112,Sneha Reddy,52.0,Female,Finance,95904.0,7.0,2014-10-07,No,2.0
6113,Anil Kumar,43.0,Male,sales,47487.0,17.0,2007-12-28,No,3.0
6114,Kavya Singh,58.0,Female,Finance,78948.0,24.0,2006-01-20,Yes,4.0
6115,Arjun Gupta,50.0,Male,sales,79501.0,24.0,2017-03-21,No,3.0
6116,Meena Singh,51.0,Male,IT,93203.0,0.0,2010-08-29,Yes,3.0
6117,Anil Gupta,35.0,Male,Finance,62602.0,10.0,2013-08-26,Yes,3.0
6118,Meena Sharma,29.0,Male,IT,76315.0,4.0,2022-02-13,No,1.0
6119,Anil Singh,48.0,Female,IT,86671.0,12.0,2014-10-04,No,2.0
6120,Kavya Singh,31.0,Female,Finance,83900.0,18.0,2005-03-05,No,1.0
6121,Kavya Reddy,42.0,Female,HR,82888.0,7.0,2011-03-29,No,2.0
6122,Rahul Singh,32.0,Female,IT,51564.0,21.0,2012-11-23,Yes,1.0
6124,Rohit Sharma,22.0,Female,sales,50692.0,20.0,2016-09-17,Yes,4.0
6125,Divya Reddy,49.0,Female,IT,70680.0,4.0,2020-06-24,Yes,2.0
6126,Sneha Gupta,26.0,Female,Finance,58488.0,19.0,2005-02-23,Yes,3.0
6127,Divya Sharma,44.0,Female,sales,70015.0,1.0,2012-04-30,No,3.0
6128,Rahul Sharma,38.0,Female,IT,30305.0,4.0,2021-05-02,Yes,3.0
6129,Sneha Sharma,38.0,Female,IT,67331.0,6.0,2021-09-20,Yes,5.0
6130,Divya Gupta,45.0,Female,sales,92541.0,5.0,2016-08-10,No,3.0
6131,Priya Reddy,33.0,Male,sales,38987.0,7.0,2009-02-07,No,1.0
6132,Sneha Singh,21.0,Male,IT,34144.0,10.0,2008-02-26,Yes,4.0
6133,Divya Sharma,39.0,Female,sales,55741.0,6.0,2019-10-10,Yes,4.0
6134,Arjun Kumar,48.0,Male,IT,94741.0,23.0,2009-06-20,Yes,1.0
6135,Amit Gupta,43.0,Female,IT,119877.0,11.0,2022-08-18,No,3.0
6136,Sneha Kumar,56.0,Female,IT,80485.0,7.0,2014-06-21,No,3.0
6137,Meena Gupta,23.0,Female,sales,60411.0,12.0,2007-08-16,No,4.0
6138,Divya Kumar,40.0,Female,IT,115121.0,23.0,2011-12-03,No,4.0
6139,Rahul Reddy,59.0,Female,Finance,60196.0,5.0,2010-09-28,No,3.0
6141,Amit Gupta,24.0,Male,Finance,79979.0,16.0,2017-02-08,Yes,2.0
6142,Amit Reddy,54.0,Male,IT,89551.0,23.0,2019-12-21,No,4.0
6143,Kavya Sharma,40.0,Female,IT,93367.0,13.0,2006-10-03,Yes,5.0
6144,Rahul Singh,46.0,Female,Finance,38795.0,0.0,2020-09-23,Yes,1.0
6145,Arjun Singh,41.0,Female,sales,112694.0,19.0,2017-04-21,Yes,4.0
6146,Meena Gupta,22.0,Female,HR,72373.0,8.0,2009-03-20,No,3.0
6147,Amit Sharma,59.0,Male,sales,88073.0,3.0,2022-06-25,No,1.0
6148,Priya Reddy,56.0,Female,sales,45929.0,12.0,2018-07-24,No,1.0
6149,Rahul Sharma,50.0,Male,Finance,118928.0,5.0,2014-10-03,No,4.0
6150,Sneha Kumar,50.0,Female,HR,46826.0,12.0,2022-09-26,Yes,3.0
6152,Arjun Reddy,56.0,Female,Finance,49271.0,20.0,2017-07-29,Yes,4.0
6153,Anil Gupta,32.0,Female,HR,82987.0,8.0,2008-04-01,Yes,1.0
6154,Rohit Gupta,56.0,Female,sales,80092.0,4.0,2007-08-09,No,1.0
6155,Rohit Reddy,48.0,Male,HR,102735.0,18.0,2015-07-19,Yes,2.0
6156,Arjun Gupta,55.0,Female,sales,56182.0,12.0,2008-11-28,No,4.0
6157,Amit Sharma,37.0,Male,IT,108731.0,4.0,2015-09-20,No,2.0
6158,Anil Sharma,59.0,Male,HR,48826.0,22.0,2016-07-21,No,2.0
6160,Arjun Kumar,37.0,Female,sales,55401.0,5.0,2018-12-18,No,3.0
6161,Anil Sharma,25.0,Male,sales,48070.0,8.0,2007-01-23,No,5.0
6162,Arjun Sharma,37.0,Male,HR,61069.0,22.0,2023-03-20,No,4.0
6163,Sneha Sharma,55.0,Male,Finance,86720.0,6.0,2009-06-20,Yes,2.0
6164,Kavya Sharma,39.0,Female,sales,76332.0,17.0,2009-09-14,No,2.0
6165,Kavya Singh,59.0,Female,sales,68552.0,14.0,2012-09-22,Yes,3.0
6166,Divya Kumar,20.0,Female,Finance,118758.0,20.0,2017-10-23,Yes,1.0
6168,Arjun Gupta,21.0,Male,sales,106069.0,7.0,2020-02-22,No,4.0
6169,Rahul Kumar,56.0,Male,IT,62972.0,12.0,2005-07-18,No,1.0
6170,Meena Singh,48.0,Male,Finance,102271.0,15.0,2015-11-12,No,4.0
6171,Rahul Kumar,21.0,Male,IT,75109.0,18.0,2008-10-18,No,5.0
6172,Sneha Singh,24.0,Male,IT,60862.0,23.0,2009-10-03,No,5.0
6173,Divya Kumar,36.0,Female,Finance,79576.0,16.0,2015-08-24,Yes,3.0
6174,Meena Reddy,45.0,Female,HR,77236.0,12.0,2005-10-05,No,5.0
6175,Rahul Gupta,48.0,Female,sales,91092.0,13.0,2015-07-30,Yes,5.0
6176,Priya Sharma,33.0,Female,Finance,38891.0,0.0,2023-01-24,Yes,4.0
6177,Rohit Gupta,32.0,Male,sales,76171.0,12.0,2006-09-10,No,4.0
6178,Kavya Reddy,54.0,Female,sales,110799.0,24.0,2005-07-07,No,1.0
6179,Priya Singh,55.0,Female,HR,32045.0,23.0,2022-04-12,Yes,4.0
6180,Arjun Reddy,25.0,Male,HR,77195.0,8.0,2012-06-02,Yes,3.0
6181,Meena Sharma,57.0,Female,IT,118920.0,17.0,2021-01-30,No,4.0
6182,Rahul Kumar,46.0,Female,Finance,103847.0,14.0,2009-10-17,No,1.0
6183,Rahul Sharma,34.0,Female,Finance,93718.0,15.0,2009-07-04,Yes,5.0
6184,Rohit Sharma,20.0,Female,IT,97796.0,2.0,2005-05-30,No,4.0
